id,timestamp,duration,data/app,data/classname,data/package
39672,2026-01-26T11:44:18.051Z,0,ActivityWatch,net.activitywatch.android.MainActivity,net.activitywatch.android
39671,2026-01-26T11:44:18.047Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39670,2026-01-26T11:44:18.009Z,0,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39669,2026-01-26T11:44:17.482Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39668,2026-01-26T11:44:14.652Z,0,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39667,2026-01-26T11:44:13.129Z,1.52,Samsung Internet,com.sec.android.app.sbrowser.download.DownloadSaveAsActivity,com.sec.android.app.sbrowser
39666,2026-01-26T11:44:12.646Z,0.482,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39665,2026-01-26T11:44:12.611Z,0.028,Samsung Internet,com.sec.android.app.sbrowser.SBrowserLauncherActivity,com.sec.android.app.sbrowser
39664,2026-01-26T11:39:58.614Z,253.99,ActivityWatch,net.activitywatch.android.MainActivity,net.activitywatch.android
39662,2026-01-26T11:39:52.900Z,5.704,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39660,2026-01-26T11:23:11.379Z,604.881,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39661,2026-01-26T11:23:11.379Z,604.881,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39659,2026-01-26T11:23:10.576Z,0,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
39658,2026-01-26T11:23:10.064Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39656,2026-01-26T11:23:02.956Z,0,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
39655,2026-01-26T11:16:58.025Z,18.315,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
39654,2026-01-26T11:16:53.641Z,4.378,Gmail,com.google.android.gm.compose.ComposeActivityGmail,com.google.android.gm
39653,2026-01-26T11:16:51.287Z,2.35,My Files,com.sec.android.app.myfiles.ui.PickerActivity,com.sec.android.app.myfiles
39652,2026-01-26T11:16:45.833Z,5.448,Files,com.android.documentsui.picker.PickActivity,com.google.android.documentsui
39651,2026-01-26T11:16:45.642Z,0.186,Photos and videos,com.android.photopicker.MainActivity,com.google.android.photopicker
39650,2026-01-26T11:16:41.655Z,3.984,Gmail,com.google.android.gm.compose.ComposeActivityGmail,com.google.android.gm
39649,2026-01-26T11:16:10.472Z,31.177,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
39648,2026-01-26T11:16:10.359Z,0.099,Permission controller,com.android.permissioncontroller.permission.ui.GrantPermissionsActivity,com.google.android.permissioncontroller
39647,2026-01-26T11:16:10.003Z,0.352,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
39646,2026-01-26T11:16:07.267Z,2.73,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39645,2026-01-26T11:16:05.761Z,1.503,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39644,2026-01-26T11:16:03.233Z,2.525,Samsung Internet,com.sec.android.app.sbrowser.download.DownloadSaveAsActivity,com.sec.android.app.sbrowser
39643,2026-01-26T11:16:02.427Z,0.804,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39642,2026-01-26T11:16:02.390Z,0.031,Samsung Internet,com.sec.android.app.sbrowser.SBrowserLauncherActivity,com.sec.android.app.sbrowser
39641,2026-01-26T11:15:47.515Z,14.867,ActivityWatch,net.activitywatch.android.MainActivity,net.activitywatch.android
39639,2026-01-26T11:13:16.865Z,150.616,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39640,2026-01-26T11:13:16.865Z,150.616,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39638,2026-01-26T11:13:16.573Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39637,2026-01-26T11:13:16.200Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39636,2026-01-26T11:11:16.251Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39634,2026-01-26T11:10:45.011Z,31.23,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39632,2026-01-26T10:51:01.261Z,766.27,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39631,2026-01-26T10:50:10.550Z,7.764,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39630,2026-01-26T10:50:10.549Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39629,2026-01-26T10:50:10.221Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39628,2026-01-26T10:50:09.854Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39627,2026-01-26T10:49:17.484Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39625,2026-01-26T10:43:33.090Z,344.393,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39623,2026-01-26T10:41:36.056Z,16.13,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39622,2026-01-26T10:40:39.344Z,0.919,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39621,2026-01-26T10:40:39.343Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39620,2026-01-26T10:40:38.970Z,0,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39619,2026-01-26T10:40:38.597Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39618,2026-01-26T10:40:15.108Z,0,Samsung Internet,com.sec.android.app.sbrowser.SBrowserMainActivity,com.sec.android.app.sbrowser
39616,2026-01-26T10:40:14.551Z,0.556,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39615,2026-01-26T10:37:14.776Z,0.802,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39614,2026-01-26T10:37:14.775Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39613,2026-01-26T10:37:14.419Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39612,2026-01-26T10:37:14.050Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39611,2026-01-26T10:36:26.889Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39610,2026-01-26T10:36:26.886Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39609,2026-01-26T10:36:25.157Z,0,Calculator,com.sec.android.app.popupcalculator.Calculator,com.sec.android.app.popupcalculator
39608,2026-01-26T10:36:24.671Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39607,2026-01-26T10:36:22.197Z,0,Calculator,com.sec.android.app.popupcalculator.Calculator,com.sec.android.app.popupcalculator
39606,2026-01-26T10:36:21.228Z,0.958,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39605,2026-01-26T10:36:20.758Z,0.468,Clock,com.sec.android.app.clockpackage.ClockPackage,com.sec.android.app.clockpackage
39604,2026-01-26T10:36:19.727Z,1.03,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39603,2026-01-26T10:35:47.661Z,32.065,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39601,2026-01-26T10:35:39.458Z,8.197,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39599,2026-01-26T10:34:44.844Z,28.479,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39598,2026-01-26T10:26:58.414Z,0.9,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39597,2026-01-26T10:26:58.410Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39596,2026-01-26T10:26:57.991Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39595,2026-01-26T10:26:57.616Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39594,2026-01-26T10:26:51.945Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39592,2026-01-26T10:16:25.529Z,626.412,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39590,2026-01-26T10:14:05.919Z,95.227,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39591,2026-01-26T10:14:05.919Z,95.227,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39589,2026-01-26T10:14:05.622Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39588,2026-01-26T10:14:05.249Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39587,2026-01-26T10:13:25.094Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
39586,2026-01-26T10:13:22.196Z,2.891,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39585,2026-01-26T10:13:22.195Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39584,2026-01-26T10:13:21.473Z,0,Mobile USOS PW,pl.edu.usos.mobilny.MainActivity,pl.edu.pw.mobilny
39583,2026-01-26T10:13:20.983Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39582,2026-01-26T10:12:46.680Z,0,Mobile USOS PW,pl.edu.usos.mobilny.MainActivity,pl.edu.pw.mobilny
39581,2026-01-26T10:12:46.114Z,0.563,Mobile USOS PW,pl.edu.usos.mobilny.LoginActivity,pl.edu.pw.mobilny
39580,2026-01-26T10:12:31.346Z,14.765,Chrome,org.chromium.chrome.browser.customtabs.CustomTabActivity,com.android.chrome
39579,2026-01-26T10:12:31.250Z,0.089,Chrome,org.chromium.chrome.browser.document.ChromeLauncherActivity,com.android.chrome
39578,2026-01-26T10:12:29.568Z,1.675,Mobile USOS PW,pl.edu.usos.mobilny.LoginActivity,pl.edu.pw.mobilny
39577,2026-01-26T10:12:26.547Z,3.018,Mobile USOS PW,pl.edu.usos.mobilny.SplashActivity,pl.edu.pw.mobilny
39576,2026-01-26T10:12:25.820Z,0.719,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39575,2026-01-26T10:12:21.758Z,4.06,Mobile USOS PW,pl.edu.usos.mobilny.LoginActivity,pl.edu.pw.mobilny
39574,2026-01-26T10:12:21.342Z,0.406,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39573,2026-01-26T10:12:19.720Z,1.62,Mobile USOS PW,pl.edu.usos.mobilny.MainActivity,pl.edu.pw.mobilny
39572,2026-01-26T10:12:19.698Z,0.019,Messenger,com.facebook.messenger.intents.SecureIntentHandlerActivity,com.facebook.orca
39571,2026-01-26T10:12:06.299Z,13.394,Mobile USOS PW,pl.edu.usos.mobilny.MainActivity,pl.edu.pw.mobilny
39570,2026-01-26T10:11:57.041Z,9.251,One UI Home,com.sec.android.app.launcher.Launcher,com.sec.android.app.launcher
39569,2026-01-26T10:11:20.575Z,36.464,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
39568,2026-01-26T10:11:20.573Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39567,2026-01-26T10:11:20.275Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
39566,2026-01-26T10:11:19.903Z,0,One UI Home,com.android.quickstep.RecentsActivity,com.sec.android.app.launcher
39565,2026-01-26T10:11:18.258Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
