id,timestamp,duration,data/app,data/classname,data/package
38959,2026-01-26T09:58:34.757Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38957,2026-01-26T09:58:33.667Z,0,Spotify,com.spotify.music.SpotifyMainActivity,com.spotify.music
38955,2026-01-26T09:48:24.023Z,1.956,Spotify,com.spotify.music.SpotifyMainActivity,com.spotify.music
38954,2026-01-26T09:46:25.221Z,118.799,Bezpieczeństwo osobiste,com.google.android.apps.safetyhub.emergencydialer.ui.EmergencyDialerActivity,com.google.android.apps.safetyhub
38952,2026-01-26T07:50:58.469Z,6.187,Spotify,com.spotify.music.SpotifyMainActivity,com.spotify.music
38951,2026-01-26T07:50:58.218Z,0.234,Spotify,com.spotify.widgets.npvwidget.WidgetsProxyActivity,com.spotify.music
38949,2026-01-26T07:50:56.031Z,2.186,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38947,2026-01-26T07:47:04.604Z,14.8,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38946,2026-01-26T07:42:35.127Z,2.419,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38945,2026-01-26T07:42:34.462Z,0.643,Netflix,o.jFL,com.netflix.mediaclient
38943,2026-01-26T07:38:31.728Z,242.729,Netflix,com.netflix.mediaclient.ui.player.PlayerActivity,com.netflix.mediaclient
38942,2026-01-26T07:30:27.634Z,460.738,Netflix,com.netflix.mediaclient.ui.player.PlayerActivity,com.netflix.mediaclient
38941,2026-01-26T07:30:21.430Z,6.176,Netflix,o.jFL,com.netflix.mediaclient
38940,2026-01-26T07:30:17.953Z,3.469,Netflix,o.lEo,com.netflix.mediaclient
38939,2026-01-26T07:30:14.652Z,3.294,Netflix,com.netflix.mediaclient.ui.launch.UIWebViewActivity,com.netflix.mediaclient
38938,2026-01-26T07:30:14.549Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38937,2026-01-26T07:29:10.137Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38936,2026-01-26T07:29:08.933Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38934,2026-01-26T07:21:13.459Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38933,2026-01-26T06:37:07.216Z,1110.436,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38932,2026-01-26T06:37:07.215Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38931,2026-01-26T06:37:07.051Z,0,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
38930,2026-01-26T06:37:06.018Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38929,2026-01-26T06:37:01.059Z,0,Gmail,com.google.android.gm.ui.MailActivityGmail,com.google.android.gm
38928,2026-01-26T06:37:01.046Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38927,2026-01-26T06:36:58.943Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38926,2026-01-26T06:36:58.002Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38925,2026-01-26T06:36:53.660Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38924,2026-01-26T06:36:53.646Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38923,2026-01-26T06:36:52.240Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38922,2026-01-26T06:36:51.167Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38921,2026-01-26T06:36:35.806Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38920,2026-01-26T06:36:35.776Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38919,2026-01-26T06:36:35.646Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38918,2026-01-26T06:36:34.506Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38917,2026-01-26T06:35:47.191Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38916,2026-01-26T06:35:47.165Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38915,2026-01-26T06:35:46.017Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38914,2026-01-26T06:35:44.482Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38913,2026-01-26T06:35:32.335Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38912,2026-01-26T06:35:32.326Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38911,2026-01-26T06:35:24.344Z,0,Zegar,com.android.deskclock.DeskClockTabActivity,com.android.deskclock
38910,2026-01-26T06:35:23.357Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38908,2026-01-26T06:35:22.090Z,0,Zegar,com.android.deskclock.DeskClockTabActivity,com.android.deskclock
38907,2026-01-26T06:35:03.694Z,0.086,Zegar,com.android.deskclock.DeskClockTabActivity,com.android.deskclock
38906,2026-01-26T06:35:00.774Z,2.914,Zegar,com.android.deskclock.alarm.alert.AlarmAlertFullScreenActivity,com.android.deskclock
38905,2026-01-26T06:27:26.087Z,6.518,Zegar,com.android.deskclock.DeskClockTabActivity,com.android.deskclock
38903,2026-01-26T06:27:22.735Z,3.35,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38902,2026-01-25T23:40:44.368Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38901,2026-01-25T23:40:38.145Z,0,Zegar,com.android.deskclock.DeskClockTabActivity,com.android.deskclock
38900,2026-01-25T23:40:37.177Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38899,2026-01-25T23:40:25.273Z,0,Zegar,com.android.deskclock.DeskClockTabActivity,com.android.deskclock
38898,2026-01-25T23:40:25.265Z,0,Jakdojade,com.citynav.jakdojade.pl.android.routes.ui.RoutesActivity,com.citynav.jakdojade.pl.android
38897,2026-01-25T23:40:24.150Z,0.975,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38896,2026-01-25T23:40:10.335Z,0,Jakdojade,com.citynav.jakdojade.pl.android.routes.ui.RoutesActivity,com.citynav.jakdojade.pl.android
38895,2026-01-25T23:40:00.684Z,9.636,Jakdojade,com.citynav.jakdojade.pl.android.main.MainActivity,com.citynav.jakdojade.pl.android
38894,2026-01-25T23:39:56.681Z,3.989,Jakdojade,com.citynav.jakdojade.pl.android.routes.ui.RoutesActivity,com.citynav.jakdojade.pl.android
38893,2026-01-25T23:39:17.430Z,39.21,Jakdojade,com.citynav.jakdojade.pl.android.main.MainActivity,com.citynav.jakdojade.pl.android
38892,2026-01-25T23:39:16.412Z,1.011,Jakdojade,com.citynav.jakdojade.pl.android.SplashScreenActivity,com.citynav.jakdojade.pl.android
38889,2026-01-25T23:39:12.514Z,3.796,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38888,2026-01-25T23:39:11.191Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38887,2026-01-25T23:39:08.999Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38886,2026-01-25T23:39:07.722Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38885,2026-01-25T23:37:14.758Z,1.065,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38884,2026-01-25T23:36:30.864Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38883,2026-01-25T23:36:30.705Z,0.157,Chrome,org.chromium.chrome.browser.document.ChromeLauncherActivity,com.android.chrome
38882,2026-01-25T23:36:08.376Z,22.311,Chrome,org.chromium.chrome.browser.searchwidget.SearchActivity,com.android.chrome
38881,2026-01-25T23:36:08.372Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38880,2026-01-25T23:36:06.383Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38879,2026-01-25T23:36:02.675Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38878,2026-01-25T23:26:56.758Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38877,2026-01-25T23:26:56.670Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38876,2026-01-25T23:26:55.572Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38875,2026-01-25T23:26:54.573Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38874,2026-01-25T23:24:04.350Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38873,2026-01-25T23:23:55.874Z,8.283,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38872,2026-01-25T23:23:35.995Z,0,Vinted,com.vinted.feature.shell.MDActivity,fr.vinted
38871,2026-01-25T23:23:35.926Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38870,2026-01-25T23:23:33.768Z,0,Pinterest,com.pinterest.activityLibrary.activity.task.activity.MainActivity,com.pinterest
38869,2026-01-25T23:23:32.783Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38868,2026-01-25T23:23:27.517Z,0,Pinterest,com.pinterest.activityLibrary.activity.task.activity.MainActivity,com.pinterest
38867,2026-01-25T23:23:27.267Z,0.246,Pinterest,com.pinterest.activity.PinterestActivity,com.pinterest
38866,2026-01-25T23:23:27.259Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38865,2026-01-25T23:23:23.328Z,0,Outlook,com.acompli.acompli.CentralActivity,com.microsoft.office.outlook
38864,2026-01-25T23:23:22.314Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38863,2026-01-25T23:23:15.390Z,0,Outlook,com.acompli.acompli.CentralActivity,com.microsoft.office.outlook
38862,2026-01-25T23:23:14.957Z,0.421,Outlook,com.microsoft.office.outlook.MainActivity,com.microsoft.office.outlook
38861,2026-01-25T23:23:13.475Z,1.473,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38860,2026-01-25T23:22:42.742Z,30.715,Mobilny USOS PW,pl.edu.usos.mobilny.MainActivity,pl.edu.pw.mobilny
38859,2026-01-25T23:22:39.296Z,3.438,Mobilny USOS PW,pl.edu.usos.mobilny.SplashActivity,pl.edu.pw.mobilny
38858,2026-01-25T23:22:39.181Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38857,2026-01-25T23:22:36.467Z,0,Galeria,com.miui.gallery.activity.HomePageActivity,com.miui.gallery
38856,2026-01-25T23:22:35.436Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38855,2026-01-25T23:22:32.090Z,0,Galeria,com.miui.gallery.activity.HomePageActivity,com.miui.gallery
38854,2026-01-25T23:22:31.957Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38853,2026-01-25T23:22:29.801Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38852,2026-01-25T23:22:27.693Z,0.897,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38851,2026-01-25T23:07:00.050Z,0.563,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38850,2026-01-25T22:59:46.098Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38848,2026-01-25T22:59:42.886Z,3.179,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38847,2026-01-25T22:58:51.030Z,0.09,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38846,2026-01-25T22:57:59.767Z,50.697,Codzienne tapety,com.miui.cw.feature.ui.home.HomeActivity,com.miui.android.fashiongallery
38845,2026-01-25T22:40:10.292Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38844,2026-01-25T22:40:09.874Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38843,2026-01-25T22:40:08.879Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38842,2026-01-25T22:38:13.446Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38841,2026-01-25T22:38:13.358Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38840,2026-01-25T22:38:12.495Z,0,WhatsApp,com.whatsapp.Conversation,com.whatsapp
38839,2026-01-25T22:38:11.786Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38838,2026-01-25T22:38:11.387Z,0,WhatsApp,com.whatsapp.Conversation,com.whatsapp
38837,2026-01-25T22:38:06.651Z,4.729,WhatsApp,com.whatsapp.mediaview.MediaViewActivity,com.whatsapp
38836,2026-01-25T22:38:05.335Z,1.311,WhatsApp,com.whatsapp.Conversation,com.whatsapp
38835,2026-01-25T22:38:04.363Z,0.961,WhatsApp,com.whatsapp.home.ui.HomeActivity,com.whatsapp
38834,2026-01-25T22:38:04.360Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38833,2026-01-25T22:38:03.271Z,0,WhatsApp,com.whatsapp.home.ui.HomeActivity,com.whatsapp
38832,2026-01-25T22:38:02.510Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38831,2026-01-25T22:38:01.085Z,0,WhatsApp,com.whatsapp.home.ui.HomeActivity,com.whatsapp
38830,2026-01-25T22:38:00.655Z,0.421,WhatsApp,com.whatsapp.Main,com.whatsapp
38828,2026-01-25T22:37:36.242Z,24.305,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38827,2026-01-25T22:28:03.407Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38826,2026-01-25T22:28:03.206Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38825,2026-01-25T22:28:02.036Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38823,2026-01-25T22:26:35.947Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38822,2026-01-25T22:13:52.546Z,117.655,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38821,2026-01-25T22:13:52.528Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38820,2026-01-25T22:13:51.076Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38819,2026-01-25T22:13:50.315Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38818,2026-01-25T22:13:46.947Z,0,Facebook,com.facebook.katana.activity.FbMainTabActivity,com.facebook.katana
38817,2026-01-25T22:13:46.933Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38816,2026-01-25T22:13:45.607Z,0,Duolingo,com.duolingo.splash.LaunchActivity,com.duolingo
38815,2026-01-25T22:13:44.673Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38814,2026-01-25T22:13:35.700Z,0,Duolingo,com.duolingo.splash.LaunchActivity,com.duolingo
38813,2026-01-25T22:13:15.389Z,20.29,Duolingo,com.duolingo.session.SessionActivity,com.duolingo
38812,2026-01-25T22:13:08.895Z,6.414,Duolingo,com.google.android.gms.ads.AdActivity,com.duolingo
38811,2026-01-25T22:07:20.567Z,348.314,Duolingo,com.duolingo.session.SessionActivity,com.duolingo
38810,2026-01-25T22:07:08.416Z,12.141,Duolingo,com.duolingo.splash.LaunchActivity,com.duolingo
38809,2026-01-25T22:07:08.411Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38808,2026-01-25T22:07:05.304Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38807,2026-01-25T22:07:04.254Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38805,2026-01-25T22:06:57.884Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38803,2026-01-25T21:30:44.112Z,3.607,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38801,2026-01-25T21:22:43.167Z,148.027,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38800,2026-01-25T21:22:42.953Z,0.198,Messenger,com.facebook.messenger.intents.SecureIntentHandlerActivity,com.facebook.orca
38799,2026-01-25T21:01:09.046Z,71.765,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38798,2026-01-25T21:01:08.680Z,0.35,Messenger,com.facebook.messenger.intents.SecureIntentHandlerActivity,com.facebook.orca
38797,2026-01-25T21:01:08.678Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38796,2026-01-25T21:01:08.247Z,0,WhatsApp,com.whatsapp.home.ui.HomeActivity,com.whatsapp
38795,2026-01-25T21:01:07.235Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38794,2026-01-25T21:01:05.949Z,0,WhatsApp,com.whatsapp.home.ui.HomeActivity,com.whatsapp
38793,2026-01-25T21:00:55.910Z,10.035,WhatsApp,com.whatsapp.Conversation,com.whatsapp
38792,2026-01-25T21:00:54.568Z,1.33,WhatsApp,com.whatsapp.home.ui.HomeActivity,com.whatsapp
38790,2026-01-25T21:00:54.497Z,0.066,WhatsApp,com.whatsapp.Main,com.whatsapp
38791,2026-01-25T21:00:54.497Z,0.066,WhatsApp,com.whatsapp.Main,com.whatsapp
38789,2026-01-25T21:00:54.495Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38788,2026-01-25T21:00:53.324Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38787,2026-01-25T21:00:51.704Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38786,2026-01-25T21:00:51.137Z,0.556,WhatsApp,com.whatsapp.Conversation,com.whatsapp
38784,2026-01-25T21:00:35.084Z,15.963,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38783,2026-01-25T20:04:49.436Z,47.02,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38782,2026-01-25T20:04:49.365Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38781,2026-01-25T20:04:48.650Z,0,Reserved,com.lppsa.app.presentation.main.MainActivity,com.lppsa.app.reserved
38780,2026-01-25T20:04:47.638Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38779,2026-01-25T20:04:28.638Z,0,Reserved,com.lppsa.app.presentation.main.MainActivity,com.lppsa.app.reserved
38777,2026-01-25T20:04:28.302Z,0.332,Kontroler uprawnień,com.android.permissioncontroller.permission.ui.GrantPermissionsActivity,com.google.android.permissioncontroller
38778,2026-01-25T20:04:28.302Z,0.332,Kontroler uprawnień,com.android.permissioncontroller.permission.ui.GrantPermissionsActivity,com.google.android.permissioncontroller
38776,2026-01-25T20:04:25.942Z,0.103,Reserved,com.lppsa.app.presentation.main.LauncherActivity,com.lppsa.app.reserved
38775,2026-01-25T20:04:25.924Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38774,2026-01-25T20:04:17.911Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38773,2026-01-25T20:04:16.839Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38771,2026-01-25T20:04:14.515Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38770,2026-01-25T20:03:00.658Z,45.975,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38768,2026-01-25T20:02:59.726Z,0.926,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38767,2026-01-25T19:31:19.300Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38766,2026-01-25T19:31:19.157Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38765,2026-01-25T19:31:18.117Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38764,2026-01-25T19:31:16.164Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38762,2026-01-25T19:31:14.374Z,1.716,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38761,2026-01-25T19:06:52.849Z,0.333,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38760,2026-01-25T19:06:52.740Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38759,2026-01-25T19:06:51.683Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38758,2026-01-25T19:06:42.997Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38757,2026-01-25T19:06:42.883Z,0.101,Chrome,org.chromium.chrome.browser.document.ChromeLauncherActivity,com.android.chrome
38756,2026-01-25T19:06:37.827Z,5.036,Chrome,org.chromium.chrome.browser.searchwidget.SearchActivity,com.android.chrome
38754,2026-01-25T19:06:36.408Z,1.409,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38753,2026-01-25T19:02:19.936Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38752,2026-01-25T19:02:19.748Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38751,2026-01-25T19:02:18.722Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38750,2026-01-25T19:02:05.245Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38749,2026-01-25T19:02:05.233Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38748,2026-01-25T19:02:04.005Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38747,2026-01-25T19:02:02.983Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38745,2026-01-25T19:02:02.035Z,0,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38744,2026-01-25T19:00:39.909Z,0.504,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38743,2026-01-25T19:00:33.941Z,5.955,Ekran zawsze włączony i edytor Ekranu blokady,com.miui.keyguard.editor.EditorActivity,com.miui.aod
38742,2026-01-25T18:54:32.642Z,0.72,Chrome,org.chromium.chrome.browser.ChromeTabbedActivity,com.android.chrome
38741,2026-01-25T18:54:32.551Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38740,2026-01-25T18:54:32.538Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38739,2026-01-25T18:54:31.272Z,0,POCO Launcher,com.miui.home.launcher.Launcher,com.mi.android.globallauncher
38737,2026-01-25T18:54:28.270Z,0,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38735,2026-01-25T18:45:22.050Z,2.463,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
38733,2026-01-25T18:41:47.211Z,114.306,Messenger,com.facebook.messenger.neue.MainActivity,com.facebook.orca
