timestamp,duration,status
2026-01-26T11:02:44.977Z,1065.883,not-afk
2026-01-26T10:45:48.561Z,1016.415,afk
2026-01-26T10:45:48.561Z,335.103,afk
2026-01-26T10:45:48.561Z,340.308,afk
2026-01-26T10:45:48.561Z,325.09,afk
2026-01-26T10:42:46.054Z,182.521,not-afk
2026-01-26T10:39:17.380Z,208.673,afk
2026-01-26T10:39:17.380Z,190.349,afk
2026-01-26T10:36:26.623Z,170.765,not-afk
2026-01-26T10:36:26.623Z,30.55,not-afk
2026-01-26T10:31:46.062Z,280.573,afk
2026-01-26T10:31:46.062Z,200.943,afk
2026-01-26T10:31:17.703Z,28.372,not-afk
2026-01-25T22:52:43.032Z,14754.902,afk
2026-01-25T22:52:43.032Z,252.181,afk
2026-01-25T22:52:43.032Z,252.181,afk
2026-01-25T22:52:43.032Z,257.196,afk
2026-01-25T22:52:43.032Z,272.227,afk
2026-01-25T22:52:43.032Z,247.166,afk
2026-01-25T22:40:33.937Z,729.108,not-afk
2026-01-25T22:40:33.937Z,29.639,not-afk
2026-01-25T22:35:46.171Z,287.766,afk
2026-01-25T22:35:46.171Z,227.264,afk
2026-01-25T22:35:46.171Z,222.255,afk
2026-01-25T22:25:15.721Z,630.464,not-afk
2026-01-25T22:25:15.720Z,0,afk
2026-01-25T22:16:27.828Z,297.451,afk
2026-01-25T22:16:27.828Z,0.009,not-afk
2026-01-25T22:16:27.828Z,287.414,afk
2026-01-25T22:16:27.828Z,292.435,afk
2026-01-25T22:16:27.828Z,277.399,afk
2026-01-25T22:16:27.828Z,297.451,afk
2026-01-25T22:16:27.828Z,272.392,afk
2026-01-25T22:16:27.826Z,0.016,not-afk
2026-01-25T22:07:00.922Z,566.915,afk
2026-01-25T22:07:00.922Z,344.963,afk
2026-01-25T22:07:00.922Z,344.963,afk
2026-01-25T22:07:00.922Z,354.979,afk
2026-01-25T22:07:00.922Z,334.952,afk
2026-01-25T21:24:05.648Z,2575.287,not-afk
2026-01-25T21:24:05.647Z,0,afk
2026-01-25T20:59:16.406Z,320.674,afk
2026-01-25T20:59:16.406Z,190.422,afk
2026-01-25T20:57:16.345Z,120.074,not-afk
2026-01-25T20:43:58.218Z,798.126,afk
2026-01-25T20:43:58.218Z,647.823,afk
2026-01-25T20:43:58.218Z,652.839,afk
2026-01-25T20:43:58.218Z,637.813,afk
2026-01-25T20:43:29.839Z,28.394,not-afk
2026-01-25T20:31:00.327Z,749.511,afk
2026-01-25T20:31:00.327Z,609.202,afk
2026-01-25T20:31:00.327Z,614.208,afk
2026-01-25T20:31:00.327Z,624.227,afk
2026-01-25T20:31:00.327Z,604.184,afk
2026-01-25T20:26:47.919Z,252.423,not-afk
2026-01-25T20:21:43.671Z,304.247,afk
2026-01-25T20:21:43.671Z,219.201,afk
2026-01-25T20:21:43.671Z,214.183,afk
2026-01-25T20:17:36.694Z,246.992,not-afk
2026-01-25T20:17:36.693Z,0,afk
2026-01-25T17:33:55.358Z,1393.886,afk
2026-01-25T17:33:55.358Z,256.501,afk
2026-01-25T17:33:55.358Z,266.515,afk
2026-01-25T17:33:55.358Z,276.527,afk
2026-01-25T17:33:55.358Z,256.501,afk
2026-01-25T16:47:30.358Z,2785.015,not-afk
2026-01-25T16:47:30.358Z,96.827,not-afk
2026-01-25T16:47:30.358Z,74.482,not-afk
2026-01-25T16:39:46.140Z,464.22,afk
2026-01-25T16:39:46.140Z,464.22,afk
2026-01-25T16:39:46.140Z,460.962,afk
2026-01-25T16:39:15.989Z,30.166,not-afk
2026-01-25T16:34:06.766Z,309.222,afk
2026-01-25T16:34:06.766Z,214.378,afk
2026-01-25T16:05:37.291Z,1709.489,not-afk
2026-01-25T15:39:10.437Z,1586.853,afk
2026-01-25T15:39:10.437Z,455.639,afk
2026-01-25T15:39:10.437Z,465.654,afk
2026-01-25T15:39:10.437Z,465.654,afk
2026-01-25T15:39:10.437Z,450.637,afk
2026-01-25T15:39:09.934Z,0.518,not-afk
2026-01-25T15:35:15.469Z,234.464,afk
2026-01-25T15:32:29.582Z,165.901,not-afk
2026-01-25T15:27:38.219Z,291.362,afk
2026-01-25T15:27:17.186Z,21.047,not-afk
2026-01-25T15:21:19.891Z,357.294,afk
2026-01-25T15:21:19.891Z,271.088,afk
