timestamp,duration,data/status
2026-01-26T11:11:15.902000+00:00,1293.462,not-afk
2026-01-26T11:11:15.902000+00:00,42.022,not-afk
2026-01-25T23:38:42.261000+00:00,41553.641,afk
2026-01-25T23:38:42.261000+00:00,41473.715,afk
2026-01-25T23:38:42.261000+00:00,41468.668,afk
2026-01-25T23:38:10.312000+00:00,31.951,not-afk
2026-01-25T22:53:39.474000+00:00,2670.837,afk
2026-01-25T22:53:39.474000+00:00,248.834,afk
2026-01-25T22:53:39.474000+00:00,238.792,afk
2026-01-25T22:53:37.757000+00:00,1.729,not-afk
2026-01-25T22:49:18.158000+00:00,259.598,afk
2026-01-25T22:49:18.158000+00:00,224.513,afk
2026-01-25T22:49:18.158000+00:00,214.492,afk
2026-01-25T22:49:18.157000+00:00,0.013,not-afk
2026-01-25T22:49:18.156000+00:00,0.016,not-afk
2026-01-25T22:43:08.840000+00:00,369.322,afk
2026-01-25T22:43:08.840000+00:00,207.807,afk
2026-01-25T22:43:08.840000+00:00,212.819,afk
2026-01-25T22:43:08.840000+00:00,202.795,afk
2026-01-25T22:39:20.839000+00:00,228.013,not-afk
2026-01-25T22:30:58.361000+00:00,502.477,afk
2026-01-25T22:30:58.361000+00:00,341.875,afk
2026-01-25T22:30:58.361000+00:00,331.845,afk
2026-01-25T22:24:03.472000+00:00,414.902,not-afk
2026-01-25T22:17:48.890000+00:00,374.581,afk
2026-01-25T22:17:48.890000+00:00,354.534,afk
2026-01-25T22:17:48.890000+00:00,364.567,afk
2026-01-25T22:17:48.890000+00:00,349.516,afk
2026-01-25T22:17:37.543000+00:00,11.362,not-afk
2026-01-25T21:05:27.236000+00:00,204.496,afk
2026-01-25T21:05:27.235000+00:00,615.54,afk
2026-01-25T21:05:27.235000+00:00,4325.296,afk
2026-01-25T21:05:27.235000+00:00,4330.307,afk
2026-01-25T21:05:27.235000+00:00,4330.307,afk
2026-01-25T21:05:27.235000+00:00,615.54,afk
2026-01-25T21:05:27.234000+00:00,0.015,not-afk
2026-01-25T20:58:30.577000+00:00,416.658,afk
2026-01-25T20:58:30.577000+00:00,280.126,afk
2026-01-25T20:58:30.081000+00:00,0.511,not-afk
2026-01-25T20:49:43.688000+00:00,526.392,afk
2026-01-25T20:49:43.688000+00:00,320.852,afk
2026-01-25T20:49:43.688000+00:00,320.852,afk
2026-01-25T20:49:43.688000+00:00,330.874,afk
2026-01-25T20:49:43.688000+00:00,330.874,afk
2026-01-25T20:49:43.688000+00:00,310.837,afk
2026-01-25T20:43:23.108000+00:00,380.594,not-afk
2026-01-25T20:36:08.813000+00:00,434.294,afk
2026-01-25T20:36:08.813000+00:00,238.656,afk
2026-01-25T20:36:08.813000+00:00,228.626,afk
2026-01-25T20:29:06.125000+00:00,422.702,not-afk
2026-01-25T20:25:00.016000+00:00,246.108,afk
2026-01-25T20:25:00.016000+00:00,206.018,afk
2026-01-25T20:25:00.016000+00:00,211.036,afk
2026-01-25T20:25:00.016000+00:00,190.975,afk
2026-01-25T20:25:00.016000+00:00,190.975,afk
2026-01-25T20:25:00.015000+00:00,0.015,not-afk
2026-01-25T20:18:56.078000+00:00,363.941,afk
2026-01-25T20:18:56.078000+00:00,209.044,afk
2026-01-25T20:18:56.078000+00:00,199.004,afk
2026-01-25T20:16:44.450000+00:00,131.642,not-afk
2026-01-25T20:06:39.844000+00:00,604.605,afk
2026-01-25T20:06:39.844000+00:00,218.68,afk
2026-01-25T20:06:39.844000+00:00,228.701,afk
2026-01-25T20:06:39.844000+00:00,213.667,afk
2026-01-25T20:06:28.517000+00:00,11.342,not-afk
2026-01-25T19:58:30.641000+00:00,477.875,afk
2026-01-25T19:58:30.641000+00:00,216.704,afk
2026-01-25T19:58:30.641000+00:00,221.713,afk
2026-01-25T19:58:30.641000+00:00,221.713,afk
2026-01-25T19:58:30.641000+00:00,206.667,afk
2026-01-25T19:56:40.635000+00:00,110.02,not-afk
2026-01-25T19:40:05.860000+00:00,994.774,afk
2026-01-25T19:40:05.860000+00:00,303.85,afk
2026-01-25T19:40:05.860000+00:00,313.871,afk
2026-01-25T19:40:05.860000+00:00,298.841,afk
2026-01-25T19:39:28.992000+00:00,36.883,not-afk
2026-01-25T19:32:48.094000+00:00,400.897,afk
2026-01-25T19:32:48.094000+00:00,255.369,afk
2026-01-25T19:32:48.094000+00:00,245.345,afk
2026-01-25T19:28:02.426000+00:00,285.682,not-afk
2026-01-25T19:23:01.329000+00:00,301.096,afk
2026-01-25T19:22:51.498000+00:00,9.844,not-afk
2026-01-25T19:07:06.188000+00:00,945.309,afk
2026-01-25T19:07:06.188000+00:00,483.909,afk
2026-01-25T19:07:06.188000+00:00,478.893,afk
2026-01-25T19:01:17.421000+00:00,348.78,not-afk
2026-01-25T19:01:17.421000+00:00,161.008,not-afk
2026-01-25T18:57:15.893000+00:00,241.532,afk
2026-01-25T18:57:15.893000+00:00,207.197,afk
2026-01-25T18:57:15.893000+00:00,197.181,afk
2026-01-25T18:43:06.269000+00:00,849.636,not-afk
2026-01-25T16:00:16.359000+00:00,9769.909,afk
2026-01-25T16:00:16.359000+00:00,7813.427,afk
2026-01-25T16:00:16.359000+00:00,7813.427,afk
2026-01-25T16:00:16.359000+00:00,7823.458,afk
2026-01-25T16:00:16.359000+00:00,7828.474,afk
2026-01-25T16:00:16.359000+00:00,7833.492,afk
2026-01-25T16:00:16.359000+00:00,7838.509,afk
2026-01-25T16:00:16.359000+00:00,7843.525,afk
2026-01-25T16:00:16.359000+00:00,7803.391,afk
2026-01-25T15:52:03.284000+00:00,494.103,not-afk
2026-01-25T15:48:50.080000+00:00,193.203,afk
2026-01-25T15:42:06.283000+00:00,403.807,not-afk
2026-01-25T15:30:41.215000+00:00,685.067,afk
2026-01-25T15:30:41.215000+00:00,214.453,afk
2026-01-25T15:30:38.934000+00:00,2.296,not-afk
2026-01-25T15:23:13.528000+00:00,445.405,afk
2026-01-25T15:23:13.528000+00:00,356.456,afk
2026-01-25T15:23:13.528000+00:00,351.439,afk
2026-01-25T15:15:58.466000+00:00,435.077,not-afk
2026-01-25T15:11:31.733000+00:00,266.732,afk
2026-01-25T15:11:31.733000+00:00,266.732,afk
2026-01-25T15:11:31.733000+00:00,261.741,afk
2026-01-25T15:04:16.958000+00:00,434.788,not-afk
2026-01-25T14:57:48.154000+00:00,388.803,afk
2026-01-25T14:57:48.154000+00:00,218.29,afk
2026-01-25T14:57:48.154000+00:00,208.209,afk
2026-01-25T14:57:10.728000+00:00,37.439,not-afk
2026-01-25T14:50:26.733000+00:00,403.994,afk
2026-01-25T14:50:26.733000+00:00,253.558,afk
2026-01-25T14:50:26.733000+00:00,248.547,afk
2026-01-25T14:50:09.773000+00:00,16.973,not-afk
2026-01-25T14:42:03.262000+00:00,486.51,afk
2026-01-25T14:42:03.262000+00:00,285.887,afk
2026-01-25T14:42:03.262000+00:00,315.983,afk
2026-01-25T14:42:03.262000+00:00,295.919,afk
2026-01-25T14:42:03.262000+00:00,295.919,afk
2026-01-25T14:42:03.262000+00:00,305.953,afk
2026-01-25T14:42:03.262000+00:00,305.953,afk
2026-01-25T14:42:03.262000+00:00,280.873,afk
2026-01-25T14:37:33.169000+00:00,270.096,afk
2026-01-25T14:37:33.169000+00:00,235.196,afk
2026-01-25T14:37:33.169000+00:00,225.169,afk
2026-01-25T14:30:02.007000+00:00,451.176,not-afk
2026-01-25T14:22:10.607000+00:00,471.399,afk
2026-01-25T14:22:10.607000+00:00,255.923,afk
