timestamp,duration,data.app
2026-01-26T11:31:31.889Z,3.854,Ekran startowy One UI
2026-01-26T11:02:05.946Z,38.889,Messenger
2026-01-26T11:02:04.036Z,1.899,Ekran startowy One UI
2026-01-26T10:54:06.314Z,1.111,Ekran startowy One UI
2026-01-26T10:54:04.929Z,1.376,Ekran startowy One UI
2026-01-26T10:09:53.038Z,668.687,Instagram
2026-01-26T10:05:17.560Z,122.077,Instagram
2026-01-26T10:05:16.549Z,1.0,Ekran startowy One UI
2026-01-26T10:05:15.032Z,1.506,Ekran startowy One UI
2026-01-26T09:59:38.794Z,0.983,Ekran startowy One UI
2026-01-26T09:59:37.060Z,1.714,Ekran startowy One UI
2026-01-26T09:54:33.441Z,1.92,Ekran startowy One UI
2026-01-26T09:40:26.322Z,16.005,Messenger
2026-01-26T09:40:24.543Z,1.754,Ekran startowy One UI
2026-01-26T09:39:18.007Z,5.745,Ekran startowy One UI
2026-01-26T09:27:42.165Z,65.107,Instagram
2026-01-26T09:27:41.321Z,0.823,Ekran startowy One UI
2026-01-26T09:20:14.062Z,15.242,Zegar
2026-01-26T08:30:04.524Z,0.026,Zegar
2026-01-26T08:30:01.021Z,3.463,Zegar
2026-01-26T08:20:10.903Z,0.029,Zegar
2026-01-26T08:20:01.119Z,9.764,Zegar
2026-01-26T08:15:07.464Z,0.029,Zegar
2026-01-26T08:15:02.093Z,5.341,Zegar
2026-01-26T08:10:09.839Z,0.025,Zegar
2026-01-26T08:10:02.072Z,7.734,Zegar
2026-01-26T08:05:10.269Z,0.03,Zegar
2026-01-26T08:05:02.186Z,8.054,Zegar
2026-01-26T08:00:56.616Z,34.299,Zegar
2026-01-26T08:00:12.513Z,0.061,Zegar
2026-01-26T08:00:01.777Z,10.66,Zegar
2026-01-26T01:06:00.416Z,20.675,Zegar
2026-01-26T01:05:57.619Z,2.746,Ekran startowy One UI
2026-01-25T23:39:53.244Z,2.625,Ekran startowy One UI
2026-01-25T22:52:58.382Z,2.208,Ekran startowy One UI
2026-01-25T22:49:55.857Z,174.769,Duolingo
2026-01-25T22:49:40.726Z,15.088,Duolingo
2026-01-25T22:49:37.970Z,2.614,Ekran startowy One UI
2026-01-25T22:15:24.546Z,24.94,Chrome
2026-01-25T22:15:24.148Z,0.383,Key Chain
2026-01-25T22:15:15.138Z,8.889,Chrome
2026-01-25T22:15:14.971Z,0.158,Chrome
2026-01-25T21:15:32.269Z,747.31,Instagram
2026-01-25T21:15:30.894Z,1.372,Ekran startowy One UI
2026-01-25T21:15:29.196Z,1.682,Ekran startowy One UI
2026-01-25T21:11:36.296Z,11.997,Instagram
2026-01-25T21:11:35.693Z,0.588,Instagram
2026-01-25T21:11:24.824Z,10.86,Instagram
2026-01-25T21:10:52.081Z,32.735,Instagram
2026-01-25T21:10:17.078Z,34.986,Instagram
2026-01-25T21:09:02.172Z,74.898,Instagram
2026-01-25T21:08:58.412Z,3.747,Instagram
2026-01-25T21:08:57.363Z,1.041,Instagram
2026-01-25T21:08:38.051Z,19.293,Instagram
2026-01-25T21:06:34.120Z,123.921,Instagram
2026-01-25T21:06:19.325Z,14.771,Ekran startowy One UI
2026-01-25T20:28:25.915Z,22.483,Ekran startowy One UI
2026-01-25T20:00:57.965Z,9.351,Ekran startowy One UI
2026-01-25T19:56:08.250Z,31.298,Ekran startowy One UI
2026-01-25T19:25:47.267Z,0.718,Mobilny USOS PW
2026-01-25T19:25:31.563Z,15.681,Chrome
2026-01-25T19:25:31.449Z,0.092,Chrome
2026-01-25T19:25:29.821Z,1.618,Mobilny USOS PW
2026-01-25T19:25:29.752Z,0.053,Ekran startowy One UI
2026-01-25T19:25:28.443Z,1.133,Mobilny USOS PW
2026-01-25T18:30:28.853Z,141.758,Pinterest
2026-01-25T18:30:01.647Z,27.173,Ekran startowy One UI
2026-01-25T16:13:10.080Z,17.863,Ekran startowy One UI
2026-01-25T14:24:04.520Z,4.192,Telefon
2026-01-25T14:24:03.011Z,1.482,Ekran startowy One UI
2026-01-25T14:00:42.427Z,14.762,Cyfrowy dobrostan
2026-01-25T13:56:22.630Z,142.698,Cyfrowy dobrostan
2026-01-25T13:56:12.237Z,10.378,Cyfrowy dobrostan
2026-01-25T13:56:00.813Z,11.056,Ustawienia
2026-01-25T13:26:38.483Z,4.263,Kalendarz
2026-01-25T13:26:30.921Z,7.55,Kalendarz
2026-01-25T13:26:26.578Z,4.335,Kalendarz
2026-01-25T13:25:48.034Z,38.487,Ekran startowy One UI
2026-01-25T13:20:19.327Z,3.178,Mobilny USOS PW
2026-01-25T13:17:59.026Z,25.084,Ekran startowy One UI
2026-01-25T12:45:57.650Z,1.52,Ekran startowy One UI
2026-01-25T12:45:56.199Z,1.444,Ekran startowy One UI
2026-01-25T11:50:03.993Z,21.387,Instagram
2026-01-25T11:49:37.109Z,26.848,Instagram
2026-01-25T11:49:27.058Z,10.028,Instagram
2026-01-25T11:49:25.254Z,1.798,Instagram
2026-01-25T11:49:24.297Z,0.948,Instagram
2026-01-25T11:49:23.171Z,1.117,Instagram
2026-01-25T11:49:22.403Z,0.758,Instagram
2026-01-25T11:49:04.027Z,18.359,Instagram
2026-01-25T11:49:01.167Z,2.853,Instagram
2026-01-25T11:48:59.530Z,1.625,Instagram
2026-01-25T11:47:43.725Z,75.792,Instagram
2026-01-25T11:37:56.060Z,564.047,Instagram
2026-01-25T11:37:53.252Z,2.773,Ekran startowy One UI
2026-01-25T11:18:12.414Z,0.82,Instagram
2026-01-25T11:17:56.944Z,15.451,Instagram
2026-01-25T11:13:54.316Z,242.614,Instagram
2026-01-25T09:58:44.087Z,72.303,Kalendarz
2026-01-25T09:30:18.068Z,11.076,Zegar
2026-01-25T09:30:08.452Z,0.024,Zegar
2026-01-25T09:30:02.168Z,6.26,Zegar
2026-01-25T09:20:06.353Z,0.064,Zegar
2026-01-25T09:20:01.243Z,5.034,Zegar
2026-01-25T09:10:07.676Z,0.028,Zegar
2026-01-25T09:10:01.206Z,6.445,Zegar
2026-01-25T09:00:09.044Z,0.017,Zegar
2026-01-25T09:00:02.308Z,6.698,Zegar
2026-01-25T08:50:10.634Z,0.053,Zegar
2026-01-25T08:50:01.194Z,9.399,Zegar
2026-01-25T08:40:11.797Z,0.024,Zegar
2026-01-25T08:40:01.236Z,10.534,Zegar
2026-01-25T08:30:13.183Z,14.677,Zegar
2026-01-25T08:30:11.820Z,0.032,Zegar
2026-01-25T08:30:02.197Z,9.594,Zegar
2026-01-25T08:15:10.198Z,0.029,Zegar
2026-01-25T08:15:01.165Z,9.01,Zegar
2026-01-25T08:05:19.274Z,20.898,Zegar
2026-01-25T08:05:13.112Z,0.017,Zegar
2026-01-25T08:05:02.222Z,10.844,Zegar
2026-01-25T08:00:12.200Z,0.056,Zegar
2026-01-25T08:00:00.588Z,11.565,Zegar
2026-01-25T06:50:02.186Z,7.08,Kalendarz
2026-01-25T00:51:15.608Z,18.18,Zegar
2026-01-25T00:51:12.789Z,2.777,Ekran startowy One UI
2026-01-24T23:48:16.931Z,0.464,Pinterest
2026-01-24T23:48:11.811Z,5.056,Ekran startowy One UI
2026-01-24T22:41:03.038Z,0.967,Ekran startowy One UI
2026-01-24T22:41:01.960Z,1.074,Ekran startowy One UI
2026-01-24T22:04:38.430Z,1.834,Ekran startowy One UI
2026-01-24T21:59:05.941Z,0.701,Ekran startowy One UI
2026-01-24T21:52:21.834Z,1.543,Ekran startowy One UI
2026-01-24T21:47:00.014Z,0.103,Pinterest
2026-01-24T21:43:00.788Z,83.863,Instagram
2026-01-24T21:42:52.149Z,8.597,Ekran startowy One UI
2026-01-24T21:41:47.503Z,1.549,Ekran startowy One UI
2026-01-24T21:41:46.223Z,1.222,Ekran startowy One UI
2026-01-24T21:37:43.283Z,156.339,Kalendarz
2026-01-24T21:37:39.761Z,3.499,Ekran startowy One UI
2026-01-24T21:37:38.333Z,1.426,Ekran startowy One UI
2026-01-24T21:33:03.950Z,1.054,Ekran startowy One UI
2026-01-24T19:48:39.385Z,58.323,Instagram
2026-01-24T19:48:38.103Z,1.275,Instagram
2026-01-24T19:48:27.126Z,10.969,Instagram
2026-01-24T19:48:26.524Z,0.592,Instagram
2026-01-24T19:48:10.309Z,16.207,Instagram
2026-01-24T19:46:31.714Z,98.584,Instagram
2026-01-24T19:46:29.772Z,1.836,Ekran startowy One UI
2026-01-24T19:46:27.909Z,1.845,Ekran startowy One UI
2026-01-24T18:08:00.780Z,1409.707,Instagram
2026-01-24T18:04:58.096Z,182.669,Instagram
2026-01-24T17:55:13.463Z,384.004,Instagram
2026-01-24T17:55:10.558Z,2.883,Ekran startowy One UI
2026-01-24T17:40:06.118Z,23.079,Ekran startowy One UI
2026-01-24T16:32:40.614Z,161.825,Instagram
2026-01-24T16:32:15.269Z,22.028,Instagram
2026-01-24T16:32:09.916Z,5.338,Instagram
2026-01-24T16:32:08.627Z,1.281,Instagram
2026-01-24T16:31:57.276Z,11.342,Instagram
2026-01-24T16:31:56.671Z,0.596,Instagram
2026-01-24T16:31:44.203Z,12.457,Instagram
2026-01-24T16:28:15.679Z,208.511,Instagram
2026-01-24T16:28:13.313Z,2.258,Ekran startowy One UI
2026-01-24T15:29:20.641Z,77.503,Ekran startowy One UI
2026-01-24T14:48:01.474Z,5.852,Ekran startowy One UI
